id,eventname,EventLongName,EventShortName,LocalisedEventLongName,countrycode,seriesid,EventLocation,Latitude,Longitude
2269,partrack-juniors,Par Track junior parkrun,Par Track juniors,Par Track junior parkrun,97,2,Par Track,50.35373,-4.702068
2270,millenniumcountry,"Millennium Country parkrun, Forest of Marston Vale",Millennium Country,,97,1,Forest of Marston Vale - Millennium Coun,52.065265,-0.534082
2271,tootingcommon-juniors,Tooting Common junior parkrun,Tooting Common juniors,Tooting Common junior parkrun,97,2,Tooting Common,51.434698,-0.147709
2272,lochendwoods,Lochend Woods parkrun,Lochend Woods,,97,1,Hallhill Sports Centre,55.997214,-2.521501
2273,knockanacreewoods,Knockanacree Woods parkrun,Knockanacree Woods,,42,1,Knockanacree Woods,52.954397,-8.040969
2274,thevenue,The Venue parkrun,The Venue,,85,1,The Venue,-27.814313,24.799321
2275,tsakanewetlands,Tsakane Wetlands parkrun,Tsakane Wetlands,,85,1,Tsakane Wetlands,-26.348586,28.371085
2276,parkzdrojowykudowazdroj,"parkrun Park Zdrojowy, Kudowa-Zdrój","Park Zdrojowy, Kudowa-Zdrój","parkrun Park Zdrojowy, Kudowa-Zdrój",74,1,"Park Zdrojowy, Kudowa-Zdrój",50.443664,16.239829
2277,burgesscountytipperary-juniors,"Burgess junior parkrun, County Tipperary","Burgess juniors, County Tipperary","Burgess junior parkrun, County Tipperary",42,2,Burgess GAA Grounds,52.855928,-8.261468
2278,snowdenfield,Snowden Field parkrun,Snowden Field,,97,1,Snowden Field,52.673995,-0.164731
2280,parknawyspie,"parkrun Park na Wyspie, Piła",Park na Wyspie,"parkrun Park na Wyspie, Piła",74,1,"Park na Wyspie, Piła",53.152392,16.739705
2282,aldermankneeshaw-juniors,Alderman Kneeshaw junior parkrun,Alderman Kneeshaw juniors,Alderman Kneeshaw junior parkrun,97,2,Alderman Kneeshaw Recreation Ground,53.769454,-0.262291
2283,neckaruferesslingen,"Neckarufer parkrun, Esslingen","Neckarufer, Esslingen",,32,1,"Parkplatz, Esslingen",48.728248,9.324445
2284,penistone,Penistone parkrun,Penistone,,97,1,Penistone Show Ground,53.526568,-1.635407
2286,royalcanalkilcock,"Royal Canal parkrun, Kilcock","Royal Canal, Kilcock",,42,1,Royal Canal,53.400501,-6.670893
2287,naracoortelake,Naracoorte Lake parkrun,Naracoorte Lake,,3,1,Naracoorte Swimming Lake,-36.949411,140.741843
2288,bloemhof,Bloemhof parkrun,Bloemhof,,85,1,Bloemhof Golf Club,-27.653549,25.595048
2291,sippolake,Sippo Lake parkrun,Sippo Lake,,98,1,Sippo Lake Park (North),40.808339,-81.460174
2292,morecambeprom,Morecambe Prom parkrun,Morecambe Prom,,97,1,Promenade,54.065082,-2.885102
2293,littlehamptonprom,Littlehampton Prom parkrun,Littlehampton Prom,,97,1,Promenade,50.802284,-0.541939
2294,glasshousemountainsconservation,Glass House Mountains Conservation parkrun,Glass House Mountains Conservation,,3,1,Glass House Mountains Conservation Park,-26.986817,152.823678
2295,futakotamagawa,Futakotamagawa parkrun,Futakotamagawa,二子玉川parkrun,46,1,,35.606442,139.633181
2296,collettpark-juniors,Collett Park junior parkrun,Collett Park juniors,Collett Park junior parkrun,97,2,Collett Park,51.187461,-2.542572
2297,pontybala,Pont y Bala parkrun,Pont y Bala,,97,1,Lower Tryweryn,52.912396,-3.593199
2298,hogmoorinclosure-juniors,Hogmoor Inclosure junior parkrun,Hogmoor Inclosure juniors,Hogmoor Inclosure junior parkrun,97,2,Hogmoor Inclosure,51.111093,-0.876815
2299,kingdom,Kingdom parkrun,Kingdom,,97,1,Kingdom,51.162408,0.162768
2300,birdslandreserve,Birdsland Reserve parkrun,Birdsland Reserve,,3,1,Birdsland Reserve,-37.923408,145.335724
2301,jezioroswarzedzkie,parkrun Jezioro Swarzędzkie,Jezioro Swarzędzkie,parkrun Jezioro Swarzędzkie,74,1,"Ścieżka nad Jeziorem Swarzędzkim, Swarzędz",52.412499,17.06912
2302,keimouth,Kei Mouth parkrun,Kei Mouth,,85,1,Kei Mouth Country Club,-32.696233,28.364151
2304,tynegreen,Tyne Green parkrun,Tyne Green,,97,1,Tyne Green,54.977878,-2.101526
2305,verulamium-juniors,Verulamium junior parkrun,Verulamium juniors,Verulamium junior parkrun,97,2,Verulamium Park,51.746545,-0.348169
2306,blythlinks,Blyth Links parkrun,Blyth Links,,97,1,Blyth Links,55.106922,-1.499456
2307,desboroughgreenspace-juniors,Desborough Green Space junior parkrun,Desborough Green Space juniors,Desborough Green Space junior parkrun,97,2,Desborough Leisure Centre,52.446059,-0.819338
2308,cranbrookcountrypark-juniors,Cranbrook Country Park junior parkrun,Cranbrook Country Park juniors,Cranbrook Country Park junior parkrun,97,2,Cranbrook Country Park,50.751359,-3.408137
2310,slodowowloclawek,"parkrun Słodowo, Włocławek","Słodowo, Włocławek","parkrun Słodowo, Włocławek",74,1,"Słodowo, Włocławek",52.658062,19.048737
2311,jeziorozatorze,"parkrun Jezioro Zatorze, Konin",Jezioro Zatorze,"parkrun Jezioro Zatorze, Konin",74,1,"Jezioro Zatorze, Konin",52.24079,18.262056
2312,mcallister,McAllister parkrun,McAllister,,98,1,McAllister Park,40.442588,-86.888311
2313,leigh-juniors,Leigh junior parkrun,Leigh juniors,Leigh junior parkrun,97,2,Leigh Sports Village,53.490116,-2.526349
2314,hanworth,Hanworth parkrun,Hanworth,,97,1,Hanworth Park,51.43874,-0.398287
2315,luitpold,Luitpold parkrun,Luitpold,,32,1,"Luitpoldpark, Ingolstadt",48.755364,11.427231
2316,yeldulknieweirtrail,Yeldulknie Weir Trail parkrun,Yeldulknie Weir Trail,,3,1,Yeldulknie Weir Trail,-33.70206,136.50305
2317,grandridgerailtrail,"Grand Ridge Rail Trail parkrun, Mirboo North",Grand Ridge Rail Trail,,3,1,Grand Ridge Rail Trail,-38.400561,146.16502
2318,doornhoekfarm,Doornhoek Farm parkrun,Doornhoek Farm,,85,1,Doornhoek Farm,-24.566348,27.425911
2319,averybeach,"Avery Beach parkrun, Huntsville",Avery Beach,,14,1,Avery Beach Park,45.321961,-79.232377
2320,sloughbottom,Sloughbottom parkrun,Sloughbottom,,97,1,"Sloughbottom Park,",52.647255,1.266994
2321,peelpark-juniors,"Peel Park junior parkrun, Little Hulton",Peel Park juniors,"Peel Park junior parkrun, Little Hulton",97,2,Peel Park,53.531789,-2.428038
2322,shiraztrail,Shiraz Trail parkrun,Shiraz Trail,,3,1,The Shiraz Trail,-35.217671,138.547611
2323,uckfield,Uckfield parkrun,Uckfield,,97,1,Uckfield Rugby Club,50.977857,0.11306
2324,dommesmoen,Dømmesmoen parkrun,Dømmesmoen,,67,1,Dømmesmoen,58.354828,8.574346
2325,clonburwoods,Clonbur Woods parkrun,Clonbur Woods,,42,1,Clonbur Woods,53.547406,-9.361828
2326,volksgarten,Volksgarten parkrun,Volksgarten,,32,1,"Volksgarten, Düsseldorf",51.206472,6.801947
2327,conynghamhall,Conyngham Hall parkrun,Conyngham Hall,,97,1,Conyngham Hall,54.011758,-1.479507
2328,thomasmills,Thomas Mills parkrun,Thomas Mills,,97,1,Thomas Mills High School,52.228375,1.325981
2329,hobsonvillepoint,Hobsonville Point parkrun,Hobsonville Point,,65,1,Hobsonville Point,-36.790147,174.672716
2330,angarskieprudy,parkrun Angarskie Prudy,Angarskie Prudy,parkrun Ангарские пруды,79,1,"ул. Софьи Ковалевской, 1.",55.881293,37.531678
2331,gecrec-juniors,GEC Rec junior parkrun,GEC Rec juniors,GEC Rec junior parkrun,97,2,GEC Recreational Ground,52.365561,-1.239956
2332,pokrovskoestreshnevo,parkrun Pokrovskoe-Streshnevo,Pokrovskoe-Streshnevo,parkrun Покровское-Стрешнево,79,1,"5-й Войковский проезд, 2а",55.818916,37.482758
2333,macrosty-juniors,MacRosty junior parkrun,MacRosty juniors,MacRosty junior parkrun,97,2,MacRosty Park,56.378325,-3.847588
2334,velikiynovgorodkremlevsky,parkrun Velikiy Novgorod Kremlevsky,Velikiy Novgorod Kremlevsky,parkrun Великий Новгород Кремлевский,79,1,г.Великий Новгород,58.51712,31.274476
2336,lasaniolowski,parkrun Las Aniołowski,Las Aniołowski,parkrun Las Aniołowski,74,1,"Las Aniołowski, Częstochowa",50.83462,19.139758
2347,nautical,Nautical parkrun,Nautical,,14,1,Nautical Park,43.386443,-79.728065
2349,kiessee,Kiessee parkrun,Kiessee,,32,1,"Kiessee, Göttingen",51.519354,9.923981
2350,chasewater,Chasewater parkrun,Chasewater,,97,1,Chasewater Country Park,52.661987,-1.944407
2351,gillieslake,Gillies Lake parkrun,Gillies Lake,,14,1,Gillies Lake,48.480373,-81.321352
2352,bethlemroyalhospital,Bethlem Royal Hospital parkrun,Bethlem Royal Hospital,,97,1,Bethlem Royal Hospital,51.385332,-0.029969
2353,weedonislandpreserve,Weedon Island Preserve parkrun,Weedon Island Preserve,,98,1,Weedon Island Preserve Park,27.84707,-82.608119
2354,tetburygoodsshed,Tetbury Goods Shed parkrun,Tetbury Goods Shed,,97,1,Tetbury Goods Shed,51.637222,-2.155818
2355,whitemarkwharf,Whitemark Wharf parkrun,Whitemark Wharf,,3,1,Whitemark Wharf,-40.121659,148.013824
2356,westonaria,Westonaria parkrun,Westonaria,,85,1,Westonaria Sports Complex,-26.326372,27.64311
2357,themystery-juniors,"The Mystery junior parkrun, Wavertree",The Mystery juniors,"The Mystery junior parkrun, Wavertree",97,2,The Mystery Park,53.393593,-2.922804
2358,eramosarivertrail,Eramosa River Trail parkrun,Eramosa River Trail,,14,1,Eramosa River Trail,43.540362,-80.241109
2360,polkemmetcountry,Polkemmet Country parkrun,Polkemmet Country,,97,1,Polkemmet Country Park,55.866214,-3.720256
2361,northalafields-juniors,Northala Fields junior parkrun,Northala Fields juniors,Northala Fields junior parkrun,97,2,Northala Fields,51.540587,-0.376008
2362,hazeldeanfarm,Hazeldean Farm parkrun,Hazeldean Farm,,85,1,Hazeldean Farm,-25.773305,28.400571
2363,vallaskogen,Vallaskogen parkrun,Vallaskogen,,88,1,Friluftsmuseet Gamla Linköping,58.405255,15.591793
2364,alvaston,Alvaston parkrun,Alvaston,,97,1,Alvaston Park,52.906173,-1.440173
2365,monrepos,Monrepos parkrun,Monrepos,,32,1,Domäne Monrepos,48.918396,9.172071
2367,vaxjosjon,Växjösjön parkrun,Växjösjön,,88,1,Medley Växjö simhall,56.872797,14.814979
2368,queenelizabethcasino,"Queen Elizabeth parkrun, Casino","Queen Elizabeth, Casino",,3,1,Queen Elizabeth Park,-28.867591,153.051164
2369,shipleycountry-juniors,Shipley Country junior parkrun,Shipley Country juniors,Shipley Country junior parkrun,97,2,Shipley Country Park,53.000011,-1.359757
2370,riversidestneots-juniors,"Riverside junior parkrun, St Neots","Riverside juniors, St Neots","Riverside junior parkrun, St Neots",97,2,"Riverside Park,",52.223022,-0.275562
2373,unisee,Unisee parkrun,Unisee,,32,1,"Unisee, Bremen",53.108575,8.834818
2374,flaxmere,Flaxmere parkrun,Flaxmere,,65,1,Flaxmere Park,-39.62549,176.789073
2375,wyreforest-juniors,Wyre Forest junior parkrun,Wyre Forest juniors,Wyre Forest junior parkrun,97,2,Wyre Forest,52.364152,-2.368767
2376,kashiwanoha,Kashiwanoha parkrun,Kashiwanoha,柏の葉parkrun,46,1,Kashiwanoha Park,35.894203,139.941344
2377,randfontein,Randfontein parkrun,Randfontein,,85,1,Randfontein Golf Club,-26.154625,27.715012
2378,parkmiejskiwejherowo,"parkrun Park Miejski, Wejherowo","Park Miejski, Wejherowo","parkrun Park Miejski, Wejherowo",74,1,"Park Miejski, Wejherowo",54.598679,18.235979
2379,fukakitaryokuchi,Fukakitaryokuchi parkrun,Fukakitaryokuchi,深北緑地parkrun,46,1,Fukakitaryokuchikyugi Park,34.73032,135.625805
2380,rivervalleyedmonton,"River Valley parkrun, Edmonton","River Valley, Edmonton",,14,1,12030 River Valley Road NW,53.533495,-113.52638
2381,narinbeach,Narin Beach parkrun,Narin Beach,,42,1,Narin Beach,54.839814,-8.448642
2382,hoblingwell-juniors,Hoblingwell junior parkrun,Hoblingwell juniors,Hoblingwell junior parkrun,97,2,Hoblingwell Wood Recreation Ground,51.401701,0.099478
2383,holycrosscollege,Holy Cross College parkrun,Holy Cross College,,97,1,Holy Cross College,54.815718,-7.477408
2384,millfield,Millfield parkrun,Millfield,,97,1,Millfield Park & Recreation Area,54.125154,-1.190864
2385,cradock,Cradock parkrun,Cradock,,85,1,Voortrekker Hall,-32.155414,25.616605
2386,riemer,Riemer parkrun,Riemer,,32,1,"Riemerpark, München",48.12678,11.692037
2387,cyclopark,Cyclopark parkrun,Cyclopark,,97,1,Cyclopark,51.419922,0.352561
2388,zamekwmalborku,parkrun Zamek w Malborku,Zamek w Malborku,parkrun Zamek w Malborku,74,1,"Bulwar wzdłuż zamku, Malbork",54.040857,19.02707
2389,marshbillingsrockefeller,Marsh-Billings-Rockefeller parkrun,Marsh-Billings-Rockefeller,,98,1,Marsh-Billings-Rockefeller National Hist,43.630592,-72.521685
2390,oakgrove,Oak Grove parkrun,Oak Grove,,98,1,Oak Grove War Memorial Trail,36.68209,-87.444258
2391,stratforduponavonrec-juniors,Stratford-upon-Avon Rec junior parkrun,Stratford-upon-Avon Rec juniors,Stratford-upon-Avon Rec junior parkrun,97,2,The Recreation Ground,52.187298,-1.703316
2392,yeovilrec-juniors,Yeovil Rec junior parkrun,Yeovil Rec juniors,Yeovil Rec junior parkrun,97,2,Yeovil Rec,50.954606,-2.63893
2393,adrenalinaddo,Adrenalin Addo parkrun,Adrenalin Addo,,85,1,Adrenalin Addo Adventure Park,-33.473983,25.601965
2395,churchillparkway,Churchill Parkway parkrun,Churchill Parkway,,14,1,Churchill Parkway Park,49.866258,-97.114076
2396,charleyscreek,Charleys Creek parkrun,Charleys Creek,,3,1,Rotary Park,-26.736553,150.623683
2397,malahidecastle-juniors,Malahide Castle junior parkrun,Malahide Castle juniors,Malahide Castle junior parkrun,42,2,Malahide Castle Park,53.448561,-6.159048
2398,severnvalleycountry,Severn Valley Country parkrun,Severn Valley Country,,97,1,Severn Valley Country Park,52.453316,-2.364842
2399,sunnidale,Sunnidale parkrun,Sunnidale,,14,1,Sunnidale Park,44.39838,-79.709932
2400,ballincolligregional-juniors,Ballincollig Regional junior parkrun,Ballincollig Regional juniors,Ballincollig Regional junior parkrun,42,2,Ballincollig Regional Park,51.891195,-8.615084
2401,goodwill,Goodwill parkrun,Goodwill,,85,1,Goodwill Sports Ground,-25.861944,25.65054
2402,stmarys,St Mary’s parkrun,St Mary’s,,97,1,"Bridport FC, St.Mary’s Field",50.729456,-2.760744
2403,beverleywestwood,Beverley Westwood parkrun,Beverley Westwood,,97,1,Beverley Westwood,53.840255,-0.440675
2405,perrigo,Perrigo parkrun,Perrigo,,98,1,Perrigo Community Park,47.684137,-122.080892
2406,snyepoint,Snye Point parkrun,Snye Point,,14,1,Snye Point Park,56.730253,-111.365367
2407,herringtoncountry,Herrington Country parkrun,Herrington Country,,97,1,Herrington Country Park,54.876573,-1.476809
2408,sixmilewater,Sixmilewater parkrun,Sixmilewater,,97,1,Sixmilewater Park,54.750004,-5.998945
2409,theoldshowfield,The Old Showfield parkrun,The Old Showfield,,97,1,The Old Showfield,51.236186,-2.308238
2410,thewirralway-juniors,"The Wirral Way junior parkrun, Parkgate",The Wirral Way juniors,,97,2,Wirral Way/Park Fields,53.293748,-3.075869
2411,thewaterfront-juniors,The Waterfront junior parkrun,The Waterfront juniors,The Waterfront junior parkrun,97,2,Les Jardins de la Mer,49.186471,-2.115936
2413,salthill-juniors,Salt Hill junior parkrun,Salt Hill juniors,Salt Hill junior parkrun,97,2,Salt Hill Park,51.513437,-0.605853
2414,tawdvalley,Tawd Valley parkrun,Tawd Valley,,97,1,Tawd Valley Park,53.550281,-2.775829
2415,duloch-juniors,Duloch junior parkrun,Duloch juniors,Duloch junior parkrun,97,2,Duloch Country Park,56.062493,-3.401857
2416,drumpelliercountry,Drumpellier Country parkrun,Drumpellier Country,,97,1,Drumpellier Country Park,55.871588,-4.065615
2417,centralburnaby,"Central parkrun, Burnaby",Central Burnaby,,14,1,Central Park,49.229408,-123.013078
2418,leabridges-juniors,Lea Bridges junior parkrun,Lea Bridges juniors,Lea Bridges junior parkrun,97,2,Lea Bridges Park,52.604975,1.291251
2419,leazes,Leazes parkrun,Leazes,,97,1,Leazes Park,54.977078,-1.625633
2420,bugasee,"Bugasee parkrun, Kassel",Bugasee,,32,1,"Bugasee, Kassel",51.292225,9.504789
2421,globe,Globe parkrun,Globe,,32,1,Haller Globe Theater,49.110666,9.735054
2422,strandbeach,Strand Beach parkrun,Strand Beach,,85,1,Beach Road,-34.106176,18.817449
2423,downsview,Downsview parkrun,Downsview,,14,1,Downsview Park,43.74385,-79.479977
2424,strathconaisland,Strathcona Island parkrun,Strathcona Island,,14,1,Strathcona Island Park,50.037613,-110.652522
2425,marina,Marina parkrun,Marina,,3,1,Marina Park,-28.763698,114.613067
2426,collierivertrail,Collie River Trail parkrun,Collie River Trail,,3,1,Collie River Trail,-33.357664,116.156872
2427,babbsmill,Babbs Mill parkrun,Babbs Mill,,97,1,Babbs Mill Local Nature Reserve,52.489833,-1.746034
2428,mundy,Mundy parkrun,Mundy,,14,1,Mundy Park,49.261576,-122.834541
2429,rossonwye,Ross-on-Wye parkrun,Ross-on-Wye,,97,1,Ross-on-Wye Sports Centre,51.912943,-2.594417
2431,ogrodsaski,"parkrun Ogród Saski, Lublin",Ogród Saski,"parkrun Ogród Saski, Lublin",74,1,"Ogród Saski, Lublin",51.249271,22.5485
2432,stratfordparkstroud,"Stratford Park parkrun, Stroud","Stratford Park, Stroud",,97,1,Stratford Park,51.74897,-2.225007
2434,mallardspike,Mallards Pike parkrun,Mallards Pike,,97,1,Mallards Pike,51.784666,-2.528555
2435,felixstoweprom-juniors,Felixstowe Prom junior parkrun,Felixstowe Prom juniors,Felixstowe Prom junior parkrun,97,2,Felixstowe Prom,51.957785,1.345726
2437,waterfordnature,Waterford Nature parkrun,Waterford Nature,,42,1,The Waterford Regional Sports Centre,52.245739,-7.125989
2438,brokenhillracecourse,Broken Hill Racecourse parkrun,Broken Hill Racecourse,,3,1,Broken Hill Racecourse,-31.911528,141.483931
2439,killarneyhouse,Killarney House parkrun,Killarney House,,42,1,Killarney House,52.057309,-9.516537
2440,staryesady,parkrun Starye Sady,Starye Sady,parkrun Старые Сады,79,1,парк Старые Сады,56.134892,40.381042
2441,windhoek,Windhoek parkrun,Windhoek,,85,1,"Windhoek Golf Country Club,",-22.618415,17.074891
2442,sutherland,Sutherland parkrun,Sutherland,,85,1,Basson Street,-32.398167,20.656954
2443,prieska,Prieska parkrun,Prieska,,85,1,PrIeska Golf Course,-29.664619,22.755246
2445,breakwater,Breakwater parkrun,Breakwater,,14,1,Breakwater Park,44.222662,-76.495865
2446,squerryeswinery,Squerryes Winery parkrun,Squerryes Winery,,97,1,Squerryes Winery,51.275986,0.08667
2447,padihamgreenway-juniors,Padiham Greenway junior parkrun,Padiham Greenway juniors,,97,2,Padiham Greenway,53.798806,-2.316739
2449,deancastlecountrypark,Dean Castle Country Park parkrun,Dean Castle Country Park,,97,1,Dean Castle Country Park,55.622901,-4.482932
2450,millhouses,Millhouses parkrun,Millhouses,,97,1,Millhouses Park,53.338516,-1.505027
2451,kinggeorgevplayingfield,King George V Playing Field parkrun,King George V Playing Field,,97,1,King George V Playing Field,51.901883,-2.110018
2452,alderfordlake,Alderford Lake parkrun,Alderford Lake,,97,1,Alderford Lake,52.953181,-2.675436
2453,deerparkforest,"Deerpark Forest parkrun, Virginia",Deerpark Forest,,42,1,Deerpark Forest Park,53.836235,-7.103269
2454,oyodogawashiminryokuchi,Oyodogawa shiminryokuchi parkrun,Oyodogawa shiminryokuchi,大淀川市民緑地parkrun,46,1,,31.908209,131.417682
2455,wataraseyusuichi,Wataraseyusuichi parkrun,Wataraseyusuichi,渡良瀬遊水地parkrun,46,1,,36.209432,139.668674
2457,harrisavenue,Harris Avenue parkrun,Harris Avenue,,3,1,Harris Avenue Sports Centre,-27.171876,152.94537
2459,mountstuart,Mount Stuart parkrun,Mount Stuart,,97,1,Mount Stuart,55.792888,-5.019453
2460,milfordwaterfront,Milford Waterfront parkrun,Milford Waterfront,,97,1,Milford Waterfront,51.710763,-5.031507
2461,cusworthhall,Cusworth Hall parkrun,Cusworth Hall,,97,1,Cusworth Hall Museum & Park,53.529479,-1.177617
2462,brynaman,Brynaman parkrun,Brynaman,,97,1,Brynamman Rugby Club,51.806882,-3.871498
2463,lakemeadows-juniors,Lake Meadows junior parkrun,Lake Meadows juniors,Lake Meadows junior parkrun,97,2,Lake Meadows,51.633139,0.417884
2464,tomskstadionpolytechnic,parkrun Tomsk Stadion Polytechnic,Tomsk Stadion Polytechnic,parkrun Томск Стадион Политехник,79,1,г. Томск Стадион Политехник,56.447952,84.976678
2465,warwickracecourse,Warwick Racecourse parkrun,Warwick Racecourse,,97,1,Warwick Racecourse,52.280789,-1.595954
2466,clevedonsalthousefields,Clevedon Salthouse Fields parkrun,Clevedon Salthouse Fields,,97,1,Clevedon Salthouse Park,51.434573,-2.866505
2467,howardteminlakeshorepath,Howard Temin Lakeshore Path parkrun,Howard Temin Lakeshore Path,,98,1,600 N. Park St. (outside the Helen C. White librar,43.076831,-89.398831
2468,werringtonlakesreserve,Werrington Lakes Reserve parkrun,Werrington Lakes Reserve,,3,1,Werrington Lakes Reserve,-33.755343,150.738658
2469,szubiankizagorow,"parkrun Szubianki, Zagórów","Szubianki, Zagórów","parkrun Szubianki, Zagórów",74,1,Las przy ul. Szubianki w Zagórowie,52.164015,17.879627
2470,dukeries-juniors,Dukeries junior parkrun,Dukeries juniors,Dukeries junior parkrun,97,2,Dukeries Leisure Centre,53.207905,-0.997203
2471,malyjeziorak,parkrun Mały Jeziorak,Mały Jeziorak,parkrun Mały Jeziorak,74,1,Bulwar nad Jeziorem Mały Jeziorak,53.596551,19.553879
2472,brandkop,Brandkop parkrun,Brandkop,,85,1,"Brandkop, 7Volkspeler Drive",-29.145325,26.168249
2473,coldhamscommon-juniors,Coldham’s Common junior parkrun,Coldham’s Common juniors,Coldham’s Common junior parkrun,97,2,Coldham’s Common,52.208437,0.15458
2474,belloluogo,Belloluogo parkrun,Belloluogo,,44,1,parco di Belloluogo,40.360409,18.161486
2475,kingstonpark,Kingston Park parkrun,Kingston Park,,3,1,Kingston Park,-42.972838,147.309649
2476,riverbank,Riverbank parkrun,Riverbank,,3,1,Riverbank Park,-34.838474,148.909794
2477,plotinka,parkrun Plotinka,Plotinka,parkrun Плотинка,79,1,"Наб. Рабочей молодежи, д.2",56.840869,60.600496
2478,ferryvale,Ferryvale parkrun,Ferryvale,,85,1,"Jim Fouche Park, Ferryvale",-26.42512,28.481447
2479,phoenix-juniors,Phoenix junior parkrun,Phoenix juniors,Phoenix junior parkrun,97,2,Phoenix Park,53.336051,-2.683428
2480,leatherhead-juniors,Leatherhead junior parkrun,Leatherhead juniors,Leatherhead junior parkrun,97,2,Leatherhead Leisure Centre,51.291056,-0.332135
2481,ifieldmillpond,Ifield Mill Pond parkrun,Ifield Mill Pond,,97,1,Ifield Mill Pond,51.107508,-0.218863
2482,shawniganhills,Shawnigan Hills parkrun,Shawnigan Hills,,14,1,Shawnigan Hills Athletic Park,48.655546,-123.650306
2483,yattonrecreation-juniors,Yatton Recreation junior parkrun,Yatton Recreation juniors,Yatton Recreation junior parkrun,97,2,Yatton Recreation Ground,51.387275,-2.813883
2484,crosserlough-juniors,Crosserlough junior parkrun,Crosserlough juniors,Crosserlough junior parkrun,42,2,Crosserlough GAA Club,53.861926,-7.316544
2485,castlehoward,Castle Howard parkrun,Castle Howard,,97,1,Castle Howard,54.120303,-0.910925
2486,berwickwaters,Berwick Waters parkrun,Berwick Waters,,3,1,Berwick Waters Playground,-38.078218,145.342965
2487,theleas,"The Leas parkrun, Minster",The Leas,,97,1,The Leas,51.434038,0.80213
2488,ashlyns-juniors,Ashlyns junior parkrun,Ashlyns juniors,Ashlyns junior parkrun,97,2,Ashlyns School,51.752028,-0.56325
2489,sheffieldolp-juniors,Sheffield Olympic Legacy Park junior parkrun,Sheffield Olympic Legacy Park juniors,Sheffield Olympic Legacy Park junior parkrun,97,2,Sheffield Olympic Legacy Park,53.395364,-1.426294
2490,horinouchikoen,Horinouchi koen parkrun,Horinouchi koen,堀之内公園parkrun,46,1,,33.841329,132.764078
2491,hunstantonpromenade,Hunstanton Promenade parkrun,Hunstanton Promenade,,97,1,Hunstanton North Promenade,52.941684,0.486526
2492,saltwell-juniors,Saltwell junior parkrun,Saltwell juniors,Saltwell junior parkrun,97,2,Saltwell Park,54.943934,-1.605372
2493,rockcreektrail,Rock Creek Trail parkrun,Rock Creek Trail,,98,1,Rock Creek Trail,45.557118,-122.862376
2494,rosgregortrail,Ros Gregor Trail parkrun,Ros Gregor Trail,,3,1,Ros Gregor Trail,-26.681999,151.993762
2495,hluhluwe,Hluhluwe parkrun,Hluhluwe,,85,1,1 Ngweni Road,-28.007628,32.27309
2496,yodogawakasenkoenhirakatachiku,Yodogawa kasenkoen Hirakata chiku parkrun,Yodogawa kasenkoen Hirakata chiku,淀川河川公園枚方地区parkrun,46,1,,34.816054,135.640623
2498,byxbee,Byxbee parkrun,Byxbee,,98,1,Byxbee Park,37.451055,-122.105993
2499,northsidebeltline,Northside Beltline parkrun,Northside Beltline,,98,1,Bitsy Grant Tennis Center,33.813416,-84.406514
2500,coole,Coole parkrun,Coole,,42,1,Coole Park,53.093422,-8.838605
2501,universityofstirling,University of Stirling parkrun,University of Stirling,,97,1,Stranmillis University College,56.147334,-3.924236
2502,jesmonddene,Jesmond Dene parkrun,Jesmond Dene,,97,1,Jesmond Dene,54.99188,-1.592839
2503,kameeldoring,Kameeldoring parkrun,Kameeldoring,,85,1,1 Ngweni Road,-24.212016,28.989911
2504,riverfields,Riverfields parkrun,Riverfields,,85,1,1 Ngweni Road,-26.054919,28.273309
2505,ballyogan-juniors,Ballyogan junior parkrun,Ballyogan juniors,Ballyogan junior parkrun,42,2,Ballyogan Park,53.257026,-6.190746
2506,shimanamiearthland,Shimanami Earthland parkrun,Shimanami Earthland,しまなみアースランド parkrun,46,1,,34.072761,132.9713
2507,uryriverside,Ury Riverside parkrun,Ury Riverside,,97,1,Ury Riverside Park,57.291953,-2.372062
2508,wagibridge,Wagi Bridge parkrun,Wagi Bridge,,3,1,Wagi Bridge,-35.161135,149.123403
2509,jubilee,Jubilee parkrun,Jubilee,,97,1,Jubilee Park,54.701073,-1.604602
2510,queensglasgow,"Queen’s parkrun, Glasgow","Queen’s, Glasgow",,97,1,Queen’s Park,55.833509,-4.270076
2511,leeupan,Leeupan parkrun,Leeupan,,85,1,Leeupan,-26.228247,28.310239
2512,ziegelwiese,Ziegelwiese parkrun,Ziegelwiese,,32,1,Ziegelwiese,51.49366,11.954659
2514,salceyforest,Salcey Forest parkrun,Salcey Forest,,97,1,Salcey Forest,52.159223,-0.841556
2515,groeneweide,Groeneweide parkrun,Groeneweide,,85,1,Groeneweide,-34.589792,19.404166
2517,parkimjanapawlaii,parkrun Park im. Jana Pawła II,Park im. Jana Pawła II,parkrun Park im. Jana Pawła II,74,1,Park im. Jana Pawła II,50.92469,22.219083
2518,greenstonehill,Greenstone Hill parkrun,Greenstone Hill,,85,1,Greenstone Hill,-26.120288,28.146204
2520,kadinatrail,Kadina Trail parkrun,Kadina Trail,,3,1,Kadina Trail,-31.922774,116.027433
2521,sanukikodomonokuni,Sanukikodomonokuni parkrun,Sanukikodomonokuni,さぬきこどもの国parkrun,46,1,,34.213443,134.019816
2522,irchestercountry,Irchester Country parkrun,Irchester Country,,97,1,Irchester Country Park,52.285076,-0.673649
