Date	Event	Region	Country	Cancellation Note
2021-09-25	Achill Greenway parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-02	Achill Greenway parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-09	Achill Greenway parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-09-25	Aggeneys parkrun	Northern Cape	South Africa	COVID-19 (Coronavirus)
2021-10-02	Aggeneys parkrun	Northern Cape	South Africa	COVID-19 (Coronavirus)
2021-10-09	Aggeneys parkrun	Northern Cape	South Africa	COVID-19 (Coronavirus)
2021-09-26	Albert College junior parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-03	Albert College junior parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-10	Albert College junior parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-09-25	Albert parkrun, Melbourne	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Albert parkrun, Melbourne	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Alberton Ascot parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Alberton Ascot parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Alberts Farm parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-10-02	Alberts Farm parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-10-09	Alberts Farm parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-09-25	Albury Wodonga parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Albury Wodonga parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-26	Alexandra junior parkrun, Oldham	North West England	United Kingdom	Establishing an event team
2021-10-03	Alexandra junior parkrun, Oldham	North West England	United Kingdom	Establishing an event team
2021-10-10	Alexandra junior parkrun, Oldham	North West England	United Kingdom	Establishing an event team
2021-09-25	Aliwal North parkrun	EC · Inland	South Africa	COVID-19 (Coronavirus)
2021-11-06	Ally Pally parkrun	Greater London	United Kingdom	Ally Pally Fireworks - course not available
2021-09-25	Altcourse parkrun	North West England	United Kingdom	COVID-19 (Coronavirus)
2021-10-02	Altcourse parkrun	North West England	United Kingdom	COVID-19 (Coronavirus)
2021-10-09	Altcourse parkrun	North West England	United Kingdom	COVID-19 (Coronavirus)
2021-09-25	Altona Beach parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Altona Beach parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Amanzimtoti parkrun	KZN · Coastal	South Africa	COVID-19 (Coronavirus)
2021-10-02	Amanzimtoti parkrun	KZN · Coastal	South Africa	COVID-19 (Coronavirus)
2021-09-25	An Bonnán Buí parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-02	An Bonnán Buí parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-09	An Bonnán Buí parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-09-25	Anacostia parkrun	USA	United States	COVID-19 (Coronavirus)
2021-10-02	Anacostia parkrun	USA	United States	COVID-19 (Coronavirus)
2021-09-25	Anderson parkrun	North Island	New Zealand	Due to current COVID-19 restrictions
2021-10-02	Anderson parkrun	North Island	New Zealand	COVID-19 (Coronavirus)
2021-09-25	Angrignon parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-10-02	Angrignon parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-10-09	Angrignon parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-09-25	Applecross parkrun	Western Australia	Australia	Footpath is closed as they are being resurfaced.
2021-09-25	Appleton Thorn parkrun	North West England	United Kingdom	COVID-19 (Coronavirus)
2021-10-02	Appleton Thorn parkrun	North West England	United Kingdom	COVID-19 (Coronavirus)
2021-10-09	Appleton Thorn parkrun	North West England	United Kingdom	COVID-19 (Coronavirus)
2021-09-25	Ararat parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Ararat parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Armidale parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Armidale parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Ashburton parkrun	KZN · Inland	South Africa	COVID-19 (Coronavirus)
2021-10-02	Ashburton parkrun	KZN · Inland	South Africa	COVID-19 (Coronavirus)
2021-10-09	Ashburton parkrun	KZN · Inland	South Africa	COVID-19 (Coronavirus)
2021-09-25	Atholl parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-10-02	Atholl parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-10-09	Atholl parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-09-25	Atlasville parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-10-02	Atlasville parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-10-09	Atlasville parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-09-25	Aurora parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Aurora parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-26	Avenham Park junior parkrun	North West England	United Kingdom	Run Preston Event - course clashes with ours
2021-09-25	Avery Beach parkrun, Huntsville	Canada	Canada	COVID-19 (Coronavirus)
2021-10-02	Avery Beach parkrun, Huntsville	Canada	Canada	COVID-19 (Coronavirus)
2021-10-09	Avery Beach parkrun, Huntsville	Canada	Canada	COVID-19 (Coronavirus)
2021-09-25	Avondale University College parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Avondale University College parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Badhusparken parkrun	Sweden	Sweden	COVID-19 (Coronavirus)
2021-10-02	Badhusparken parkrun	Sweden	Sweden	COVID-19 (Coronavirus)
2021-10-09	Badhusparken parkrun	Sweden	Sweden	COVID-19 (Coronavirus)
2021-09-26	Bailey junior parkrun	Wales	United Kingdom	COVID-19 (Coronavirus)
2021-09-25	Bairnsdale parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Bairnsdale parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Bakewell parkrun	East Midlands	United Kingdom	Venue not yet available
2021-10-02	Bakewell parkrun	East Midlands	United Kingdom	Venue not yet available
2021-10-09	Bakewell parkrun	East Midlands	United Kingdom	Venue not yet available
2021-09-26	Balbriggan junior parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-03	Balbriggan junior parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-10	Balbriggan junior parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-09-25	Balclutha parkrun	South Island	New Zealand	Due to current COVID-19 restrictions
2021-10-02	Balclutha parkrun	South Island	New Zealand	COVID-19 (Coronavirus)
2021-09-25	Ballarat parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Ballarat parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Ballina Coast parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Ballina Coast parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-26	Ballina junior parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-03	Ballina junior parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-10	Ballina junior parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-09-26	Ballincollig Regional junior parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-03	Ballincollig Regional junior parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-10	Ballincollig Regional junior parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-09-25	Ballito parkrun	KZN · Coastal	South Africa	COVID-19 (Coronavirus)
2021-10-02	Ballito parkrun	KZN · Coastal	South Africa	COVID-19 (Coronavirus)
2021-10-09	Ballito parkrun	KZN · Coastal	South Africa	COVID-19 (Coronavirus)
2021-09-26	Ballyogan junior parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-03	Ballyogan junior parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-10	Ballyogan junior parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-09-25	Balyang Sanctuary parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Balyang Sanctuary parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Bambra Bolinda parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Bambra Bolinda parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Bannockburn Bush parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Bannockburn Bush parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-03	Barnstaple junior parkrun	South West England	United Kingdom	All 4 run directors are unavailable
2021-12-25	Barnstaple parkrun	South West England	United Kingdom	Christmas Day - Time to be with family
2021-09-25	Barry Curtis parkrun	North Island	New Zealand	Due to current COVID-19 restrictions
2021-10-02	Barry Curtis parkrun	North Island	New Zealand	COVID-19 (Coronavirus)
2021-09-26	Barshaw junior parkrun	Scotland	United Kingdom	Establishing an event team
2021-10-03	Barshaw junior parkrun	Scotland	United Kingdom	Establishing an event team
2021-10-10	Barshaw junior parkrun	Scotland	United Kingdom	Establishing an event team
2021-09-25	Batemans Bay parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Batemans Bay parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Bathurst parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Bathurst parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Beach Strip parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-10-02	Beach Strip parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-09-25	Bear Brook parkrun	South East England	United Kingdom	COVID-19 (Coronavirus)
2021-10-02	Bear Brook parkrun	South East England	United Kingdom	COVID-19 (Coronavirus)
2021-10-09	Bear Brook parkrun	South East England	United Kingdom	COVID-19 (Coronavirus)
2021-09-25	Bedok Reservoir parkrun	Singapore	Singapore	COVID-19 (Coronavirus)
2021-10-02	Bedok Reservoir parkrun	Singapore	Singapore	COVID-19 (Coronavirus)
2021-10-09	Bedok Reservoir parkrun	Singapore	Singapore	COVID-19 (Coronavirus)
2021-11-06	Bedworth parkrun	West Midlands	United Kingdom	Bonfire event in the park. Toasty parkrunners bad.
2021-09-25	Bega parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Bega parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-12-25	Bega parkrun	New South Wales	Australia	Christmas day
2021-10-03	Belfast Victoria junior parkrun	Northern Ireland	United Kingdom	Another event taking place
2021-09-25	Bellevue parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-10-02	Bellevue parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-10-09	Bellevue parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-09-25	Belloluogo parkrun	Italy	Italy	COVID-19 (Coronavirus)
2021-10-02	Belloluogo parkrun	Italy	Italy	COVID-19 (Coronavirus)
2021-10-09	Belloluogo parkrun	Italy	Italy	COVID-19 (Coronavirus)
2021-09-25	Bells Inn parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-10-02	Bells Inn parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-10-09	Bells Inn parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-09-25	Bellville parkrun	WC · Greater Cape Town	South Africa	COVID-19 (Coronavirus)
2021-10-02	Bellville parkrun	WC · Greater Cape Town	South Africa	COVID-19 (Coronavirus)
2021-10-09	Bellville parkrun	WC · Greater Cape Town	South Africa	COVID-19 (Coronavirus)
2021-09-25	Benalla Botanical Gardens parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Benalla Botanical Gardens parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Bendigo Botanic Gardens parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Bendigo Botanic Gardens parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Berwick Springs parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Berwick Springs parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Berwick Waters parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Berwick Waters parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Bethlem Royal Hospital parkrun	Greater London	United Kingdom	Venue not yet available
2021-09-25	Betty’s Bay parkrun	WC · Overberg	South Africa	COVID-19 (Coronavirus)
2021-10-02	Betty’s Bay parkrun	WC · Overberg	South Africa	COVID-19 (Coronavirus)
2021-10-09	Betty’s Bay parkrun	WC · Overberg	South Africa	COVID-19 (Coronavirus)
2021-09-25	Bexley parkrun	Greater London	United Kingdom	Key section of route closed due to works
2021-09-25	Bezuidenhout parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-10-02	Bezuidenhout parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-10-09	Bezuidenhout parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-09-25	Bickershaw parkrun	North West England	United Kingdom	COVID-19 (Coronavirus)
2021-10-02	Bickershaw parkrun	North West England	United Kingdom	COVID-19 (Coronavirus)
2021-10-09	Bickershaw parkrun	North West England	United Kingdom	COVID-19 (Coronavirus)
2021-09-25	Big Bay parkrun	WC · Greater Cape Town	South Africa	COVID-19 (Coronavirus)
2021-10-02	Big Bay parkrun	WC · Greater Cape Town	South Africa	COVID-19 (Coronavirus)
2021-10-09	Big Bay parkrun	WC · Greater Cape Town	South Africa	COVID-19 (Coronavirus)
2021-09-25	Bill Rose Sports Complex parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Bill Rose Sports Complex parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-26	Birches Valley junior parkrun	West Midlands	United Kingdom	COVID-19 (Coronavirus)
2021-10-03	Birches Valley junior parkrun	West Midlands	United Kingdom	COVID-19 (Coronavirus)
2021-10-10	Birches Valley junior parkrun	West Midlands	United Kingdom	COVID-19 (Coronavirus)
2021-09-25	Birdsland Reserve parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Birdsland Reserve parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Bishan parkrun	Singapore	Singapore	COVID-19 (Coronavirus)
2021-10-02	Bishan parkrun	Singapore	Singapore	COVID-19 (Coronavirus)
2021-10-09	Bishan parkrun	Singapore	Singapore	COVID-19 (Coronavirus)
2021-09-25	Blackbutt parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Blackbutt parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Blenheim parkrun	South Island	New Zealand	Due to current COVID-19 restrictions
2021-10-02	Blenheim parkrun	South Island	New Zealand	COVID-19 (Coronavirus)
2021-09-25	Bloemhof parkrun	North West	South Africa	COVID-19 (Coronavirus)
2021-10-02	Bloemhof parkrun	North West	South Africa	COVID-19 (Coronavirus)
2021-10-09	Bloemhof parkrun	North West	South Africa	COVID-19 (Coronavirus)
2021-09-25	Blue Gum Hills parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Blue Gum Hills parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Blue Lagoon parkrun	KZN · Coastal	South Africa	COVID-19 (Coronavirus)
2021-10-02	Blue Lagoon parkrun	KZN · Coastal	South Africa	COVID-19 (Coronavirus)
2021-10-09	Blue Lagoon parkrun	KZN · Coastal	South Africa	COVID-19 (Coronavirus)
2021-09-25	Boksburg parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-10-02	Boksburg parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-10-09	Boksburg parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-09-25	Bosmont Stadium parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-10-02	Bosmont Stadium parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-10-09	Bosmont Stadium parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-09-26	Boston Road Rec junior parkrun	East Midlands	United Kingdom	Oktoberfest at the recreation ground
2021-10-03	Boston Road Rec junior parkrun	East Midlands	United Kingdom	Circus at the recreation ground
2021-09-25	Botanical Garden parkrun	GP · Tshwane - Pretoria	South Africa	COVID-19 (Coronavirus)
2021-10-02	Botanical Garden parkrun	GP · Tshwane - Pretoria	South Africa	COVID-19 (Coronavirus)
2021-10-09	Botanical Garden parkrun	GP · Tshwane - Pretoria	South Africa	COVID-19 (Coronavirus)
2021-09-25	Bourke Racecourse parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Bourke Racecourse parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Bowral parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Bowral parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Braidwood Showground parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Braidwood Showground parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Brakpan parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-10-02	Brakpan parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-10-09	Brakpan parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-09-25	Brandkop parkrun	Free State	South Africa	COVID-19 (Coronavirus)
2021-10-02	Brandkop parkrun	Free State	South Africa	COVID-19 (Coronavirus)
2021-10-09	Brandkop parkrun	Free State	South Africa	COVID-19 (Coronavirus)
2021-09-25	Bredasdorp parkrun	WC · Overberg	South Africa	COVID-19 (Coronavirus)
2021-10-02	Bredasdorp parkrun	WC · Overberg	South Africa	COVID-19 (Coronavirus)
2021-10-09	Bredasdorp parkrun	WC · Overberg	South Africa	COVID-19 (Coronavirus)
2021-09-25	Breede Valley parkrun	WC · Winelands	South Africa	COVID-19 (Coronavirus)
2021-10-02	Breede Valley parkrun	WC · Winelands	South Africa	COVID-19 (Coronavirus)
2021-09-26	Brentwood junior parkrun	East of England	United Kingdom	Cancellation Notice - Essex County Council
2021-09-25	Brentwood parkrun	East of England	United Kingdom	Event being hosted by landowners
2021-09-25	Bridgetown parkrun	WC · Greater Cape Town	South Africa	COVID-19 (Coronavirus)
2021-10-02	Bridgetown parkrun	WC · Greater Cape Town	South Africa	COVID-19 (Coronavirus)
2021-10-09	Bridgetown parkrun	WC · Greater Cape Town	South Africa	COVID-19 (Coronavirus)
2021-09-25	Bright parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Bright parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Brimbank parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Brimbank parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-26	Broadmeadow junior parkrun	Northern Ireland	United Kingdom	Establishing an event team
2021-10-03	Broadmeadow junior parkrun	Northern Ireland	United Kingdom	Establishing an event team
2021-10-10	Broadmeadow junior parkrun	Northern Ireland	United Kingdom	Establishing an event team
2021-09-25	Broken Hill Racecourse parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Broken Hill Racecourse parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-11-06	Bromley parkrun	Greater London	United Kingdom	park inaccessible for fireworks setup/closedown
2021-09-25	Bronberrik parkrun	GP · Tshwane - Pretoria	South Africa	COVID-19 (Coronavirus)
2021-10-02	Bronberrik parkrun	GP · Tshwane - Pretoria	South Africa	COVID-19 (Coronavirus)
2021-10-09	Bronberrik parkrun	GP · Tshwane - Pretoria	South Africa	COVID-19 (Coronavirus)
2021-09-25	Bronkhorstspruit parkrun	GP · Tshwane - Pretoria	South Africa	COVID-19 (Coronavirus)
2021-10-02	Bronkhorstspruit parkrun	GP · Tshwane - Pretoria	South Africa	COVID-19 (Coronavirus)
2021-10-09	Bronkhorstspruit parkrun	GP · Tshwane - Pretoria	South Africa	COVID-19 (Coronavirus)
2021-09-26	Brumby Wood Rec Ground junior parkrun	Yorkshire and the Humber	United Kingdom	COVID-19 (Coronavirus)
2021-10-03	Brumby Wood Rec Ground junior parkrun	Yorkshire and the Humber	United Kingdom	COVID-19 (Coronavirus)
2021-10-10	Brumby Wood Rec Ground junior parkrun	Yorkshire and the Humber	United Kingdom	COVID-19 (Coronavirus)
2021-09-25	Bryanston parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-10-02	Bryanston parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-10-09	Bryanston parkrun	GP · Greater Joburg	South Africa	COVID-19 (Coronavirus)
2021-09-26	Bude Marshes junior parkrun	South West England	United Kingdom	Establishing an event team
2021-10-03	Bude Marshes junior parkrun	South West England	United Kingdom	Establishing an event team
2021-10-10	Bude Marshes junior parkrun	South West England	United Kingdom	Establishing an event team
2021-09-25	Bugasee parkrun, Kassel	Germany	Germany	COVID-19 (Coronavirus)
2021-10-02	Bugasee parkrun, Kassel	Germany	Germany	COVID-19 (Coronavirus)
2021-10-09	Bugasee parkrun, Kassel	Germany	Germany	COVID-19 (Coronavirus)
2021-09-25	Bulithando parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-10-02	Bulithando parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-10-09	Bulithando parkrun	GP · Ekurhuleni	South Africa	COVID-19 (Coronavirus)
2021-09-25	Burley Griffin parkrun	Australian Capital Territory	Australia	Local COVID-19 restrictions
2021-10-02	Burley Griffin parkrun	Australian Capital Territory	Australia	Due to current COVID-19 restrictions
2021-09-25	Burnham-on-Crouch parkrun	East of England	United Kingdom	funfair on the course
2021-09-25	Burswood Peninsula parkrun	Western Australia	Australia	The AFL Grand final has come to Burswood
2021-10-02	Burswood Peninsula parkrun	Western Australia	Australia	The WAFL Grand Final
2021-10-16	Burswood Peninsula parkrun	Western Australia	Australia	Telethon + Ride to Conquer Cancer at stadium.
2021-10-31	Bury St Edmunds junior parkrun	East of England	United Kingdom	Bury St Edmunds Running Festival event is on!
2021-10-03	Bushy junior parkrun	Greater London	United Kingdom	Rutting Stags across the course
2021-09-25	Caffarella parkrun	Italy	Italy	COVID-19 (Coronavirus)
2021-10-02	Caffarella parkrun	Italy	Italy	COVID-19 (Coronavirus)
2021-10-09	Caffarella parkrun	Italy	Italy	COVID-19 (Coronavirus)
2021-09-26	Caledonian junior parkrun	Greater London	United Kingdom	COVID-19 (Coronavirus)
2021-09-25	Callaghan parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Callaghan parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Cambridge NZ parkrun	North Island	New Zealand	Due to current COVID-19 restrictions
2021-10-02	Cambridge NZ parkrun	North Island	New Zealand	COVID-19 (Coronavirus)
2021-09-26	Cambridge junior parkrun	East of England	United Kingdom	Venue not yet available
2021-10-03	Cambridge junior parkrun	East of England	United Kingdom	Venue not yet available
2021-09-25	Cambridge parkrun	East of England	United Kingdom	Venue not yet available
2021-10-02	Cambridge parkrun	East of England	United Kingdom	Venue not yet available
2021-10-09	Cambridge parkrun	East of England	United Kingdom	Venue not yet available
2021-09-24	Camp Bastion parkrun	Greater London	United Kingdom	test
2021-09-25	Campaspe parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Campaspe parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Campbelltown parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Campbelltown parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-26	Cannonvale junior parkrun	Queensland	Australia	reopening requirements being completed
2021-10-10	Cannonvale junior parkrun	Queensland	Australia	COVID-19 (Coronavirus)
2021-10-02	Carlisle parkrun	North West England	United Kingdom	Wedding at Morton Manor
2021-10-16	Carlisle parkrun	North West England	United Kingdom	Wedding at Morton Manor
2021-09-26	Carmarthen junior parkrun	Wales	United Kingdom	Establishing an event team
2021-10-03	Carmarthen junior parkrun	Wales	United Kingdom	Establishing an event team
2021-10-10	Carmarthen junior parkrun	Wales	United Kingdom	Establishing an event team
2021-09-25	Cascades on Clyde Wetlands parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Cascades on Clyde Wetlands parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Castle Howard parkrun	Yorkshire and the Humber	United Kingdom	Venue not yet available
2021-10-02	Castle Howard parkrun	Yorkshire and the Humber	United Kingdom	Venue not yet available
2021-10-09	Castle Howard parkrun	Yorkshire and the Humber	United Kingdom	Venue not yet available
2021-09-26	Castle Park junior parkrun	North West England	United Kingdom	Establishing an event team
2021-10-03	Castle Park junior parkrun	North West England	United Kingdom	Establishing an event team
2021-10-10	Castle Park junior parkrun	North West England	United Kingdom	Establishing an event team
2021-09-25	Castlebar parkrun	Ireland	Ireland	Event not available
2021-10-02	Castlebar parkrun	Ireland	Ireland	Event not available
2021-10-09	Castlebar parkrun	Ireland	Ireland	Event not available
2021-10-16	Castlebar parkrun	Ireland	Ireland	Event not available
2021-09-25	Castlemaine parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-10-02	Castlemaine parkrun	Victoria	Australia	Due to current COVID-19 restrictions
2021-09-25	Castletown parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-02	Castletown parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-10-09	Castletown parkrun	Ireland	Ireland	COVID-19 (Coronavirus)
2021-09-25	Casula Parklands parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Casula Parklands parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Catterick parkrun	Yorkshire and the Humber	United Kingdom	COVID-19 (Coronavirus)
2021-10-02	Catterick parkrun	Yorkshire and the Humber	United Kingdom	COVID-19 (Coronavirus)
2021-10-30	Catton parkrun	East of England	United Kingdom	Other event in the park
2021-09-25	Centennial parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-10-02	Centennial parkrun	New South Wales	Australia	Due to current COVID-19 restrictions
2021-09-25	Central parkrun, Burnaby	Canada	Canada	COVID-19 (Coronavirus)
2021-10-02	Central parkrun, Burnaby	Canada	Canada	COVID-19 (Coronavirus)
2021-10-09	Central parkrun, Burnaby	Canada	Canada	COVID-19 (Coronavirus)
2021-09-25	Century City parkrun	WC · Greater Cape Town	South Africa	COVID-19 (Coronavirus)
2021-10-02	Century City parkrun	WC · Greater Cape Town	South Africa	COVID-19 (Coronavirus)
2021-10-09	Century City parkrun	WC · Greater Cape Town	South Africa	COVID-19 (Coronavirus)
2021-09-25	Ceres parkrun	WC · Winelands	South Africa	COVID-19 (Coronavirus)
2021-10-02	Ceres parkrun	WC · Winelands	South Africa	COVID-19 (Coronavirus)
2021-10-09	Ceres parkrun	WC · Winelands	South Africa	COVID-19 (Coronavirus)
2021-09-25	Chain of Lakes parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-10-02	Chain of Lakes parkrun	Canada	Canada	COVID-19 (Coronavirus)
2021-10-09	Chain of Lakes parkrun	Canada	Canada	COVID-19 (Coronavirus)
